ORF	Sulfometuron methyl 	MMS 	Clotrimazole 	Benomyl 	Plumbagin 	Hydroxyurea 	Artemisinin 	Amantadine hydrochloride 	4-Hydroxytamoxifen 	Usnic acid 	Sodium Azide 	Nystatin 	Neomycin sulfate 	Caffeine 	Menthol 	Verrucarin 	Valinomycin 	Trifluoroperazine 	Tamoxifen 	Raloxifene 	Pentamidine 	Nigericin 	LY-294,002 	Latrunculin B 	Hydroxyethilhidrazine 	Hydrogen peroxide 	Hoechst 	Harmine 	Haloperidol 	Fenpropimorph 	Emetine 	Dyclonine 	Doxycycline 	Cyclopiazonic acid 	Clomiphene 	Cisplatin 	Chlorpromazine 	Cerulenin 	Calcium ionophore 	Anisomycin 	Amphotericin 	Amiodarone 	Alamethicin 	Actinomycin 	Abietic acid 	Wortmannin 	Staurosporine 	Conine 	Parthenolide 	Radicicol 	Mitomycin C 	Trichostatin A 	FK506 	Brefeldin A 	U73122 	Tunicamycin 	Thialysine 	Rapamycin 	Phenylarsine oxide 	Phenantroline 	Oligomycin 	Nocodazole 	Hygromycin B 	Extract 95-57 	Extract 6592 	Extract 00-89 	Extract 00-303C 	Extract 00-243 	Extract 00-192 	Extract 00-132 	Emodin 	Desipramine 	Cytochalasin A 	CG4-Theopalauamide 	Caspofungin 	Camptothecin 	Basiliskamide 	192A4-Stichloroside 	Papuamide B 	Agelasine E 	Fluconazole 	Geldanamycin 
YNL122C	0.199125	0.362675	-0.273875	0.3534	0.0572	-0.181525	0.2017	0.72155	0.152375	0.20545	0.060825	0.143075	-1.2827	-0.0634	0.1569	0.214125	-1.811775	0.862175	0.215325	0.2757	0.171475	0.062575	-0.190675	-0.036725	-0.12785	0.7975	0.431925	-0.05765	-0.22605	-0.2287	-0.06785	-0.01985	1.13945	-0.24325	0.0077	-0.005125	1.229775	0.384025	0.127775	-0.049475	-0.444175	-0.6098	-0.30845	-0.045325	-0.027475	0.251775	0.191425	-0.255725	-0.261625	0.516675	0.107175	-0.156875	0.1793	0.216225	1.1635	-0.174275	-0.167675	-0.084275	0.01585	-1.95465	0.03035	0.7111	0.6936	0.4115	-0.16255	-0.1235	0.008725	-0.038025	0.740525	0.97145	0.048225	1.337525	0.5682	0.018675	1.296175	0.34195	0.21745	0.2699	0.5008	0.057375	0.91215	0.414275
YBR185C	-0.477875	0.350725	-0.480825	1.09595	0.04015	0.015975	0.05315	-0.11155	-0.25595	0.518425	0.477	-0.016675	0.154825	-0.0033	0.662275	0.09855	0.764725	-0.201625	-0.089125	0.08105	0.320025	0.01505	0.2379	-0.147575	0.2988	1.46105	-0.24135	0.0788	0.12225	-0.238775	-0.2292	-0.504975	0.0614	0.2615	0.007225	-0.04455	-0.058525	-0.09845	0.298775	0.169	-0.1391	-0.17505	0.205025	0.11485	0.254525	-1.018375	-0.216925	0.001475	-0.2925	-0.268175	0.357425	0.095125	-0.041675	-0.356125	-0.2442	0.198525	-0.24495	0.60705	-0.26995	0.4417	-0.251775	-0.35705	-0.102075	1.2975	0.11735	-0.0938	0.472575	-0.2291	0.239925	0.1177	1.39305	-0.163	-0.1337	-0.2299	0.03605	0.097625	0.331025	-0.285075	-0.334925	-0.033275	-0.172625	-0.33815
YPL079W	-0.37025	-0.791025	0.085125	-0.64745	-0.52085	0.213	-0.437425	-0.676675	0.899875	-1.025975	-1.26475	-0.728275	-0.064525	-0.62065	-0.1231	0.053875	-2.408125	-0.439925	-0.100475	-0.645775	-1.272475	-0.4236	-0.404125	0.0035	-0.404775	1.657725	-0.7504	-0.9923	-0.0326	-0.463475	-0.06365	-1.059325	0.000625	0.08415	-0.116625	0.1354	-0.01435	-1.16915	0.18045	-0.2148	-0.536025	-2.456625	-0.208775	-0.748575	-0.518425	-0.499875	-0.121475	-0.137625	-0.468775	-1.359525	0.1792	0.657325	-0.1898	-0.00935	-0.2385	-0.0218	0.0635	0.359525	-0.210475	1.670075	0.15405	-0.325425	0.0807	0.412075	0.042275	0.525525	-0.381475	-0.389275	-2.7819	-1.2125	0.4196	0.2166	0.535725	-0.5785	-0.153	-0.42365	0.3282	-0.920925	0.204575	0.21545	-0.13215	-0.605375
YNL279W	0.0751	0.066875	0.263925	-0.074725	0.086175	-0.0713	-0.1769	-0.0477	-0.13965	0.01045	0.294375	0.0551	0.01575	0.076975	0.05685	0.060125	0.24675	-0.13245	-0.104225	-0.216125	0.378975	0.05595	-0.23975	0.068225	0.02245	0.0492	-0.02525	-0.165125	-0.04605	-0.190125	0.0265	-0.0651	-0.065675	-0.026625	-0.084175	-0.00235	-0.01425	-0.0557	-0.154075	-0.060825	0.135225	0.205175	-0.018375	-0.1555	-0.0386	0.024275	0.032925	-0.267	-0.147825	0.00455	0.19025	-0.0536	0.035025	0.000125	-0.094075	-0.160425	0.053175	-0.081475	0.01445	0.1081	0.022975	0.4855	0.181125	-0.089075	0.176975	0.1427	0.245325	0.056125	0.0855	-0.082225	0.0086	-0.1831	-0.208375	0.02265	0.1433	-0.135275	0.06885	0.1414	0.204625	0.003625	0.040675	-0.05315
YDL234C	-0.0436	-0.0611	0.369375	-0.45825	-0.061375	0.033675	-0.0774	-0.1898	-0.094475	0.248725	0.044575	0.059375	-0.132725	0.116525	-0.03445	0.125675	0.258875	0.6478	0.146525	-0.09765	  	-0.00385	-0.2003	0.02685	0.137325	0.068975	0.16345	0.11565	-0.0173	0.099075	0.06155	0.4121	0.06975	-0.008375	0.0648	0.089525	0.025025	-0.2566	0.150125	0.090925	-0.013025	-0.27225	  	-0.123625	0.024775	0.42535	-0.0058	0.055175	0.303075	0.006525	  	0.582275	-0.301625	0.14375	0.089875	-0.10835	0.172875	-0.064225	0.040625	-0.02995	0.122575	0.205125	0.668475	-0.581725	0.07565	-0.094075	-0.001575	0.0796	0.105325	-0.1487	-0.197425	0.352975	-0.090875	-0.068125	0.0251	-0.1528	0.359825	0.249225	0.0085	0.0053	-0.097575	-0.060225
YOR127W	-0.01	-0.41455	0.264725	-0.23635	-0.20295	0.0056	-0.622225	-0.45925	-0.06435	-0.116775	-0.185775	0.2248	-0.06335	-0.188425	-0.402675	0.21695	0.115025	-0.0254	-0.0491	-0.240875	  	-0.2167	-0.166325	0.15405	0.073525	-0.64355	-0.443875	-0.14255	-0.18215	-0.26285	-0.14025	-0.6547	-0.3444	0.06725	-0.1071	0.16445	  	-0.109625	0.164925	0.1146	0.42845	0.16135	0.34205	-0.014825	0.1665	0.41055	0.260275	0.1429	-0.160175	-0.0486	  	  	0.22375	-0.081075	0.204025	0.1605	0.174725	0.126725	0.489825	-0.341625	-0.459625	0.251425	-0.010525	-0.43235	-0.09315	-0.4157	-0.007175	0.013675	0.621275	0.537525	-0.027725	-0.300975	-0.017625	-0.07475	-0.071075	0.061675	0.03055	0.798175	0.653525	-0.1896	0.13505	  
YGL249W	-0.0864	-0.089425	0.318575	-0.5867	0.23185	0.13105	-0.43965	0.020375	0.15185	0.241575	0.0146	-0.188575	1.103775	0.613125	0.49635	0.2933	0.75225	-0.229975	-0.212	0.139725	0.409925	0.297125	-0.164	0.619275	0.6584	-0.286875	0.108875	0.092625	-0.2625	-0.013825	-0.017225	0.3421	-0.2207	-0.01455	-0.369425	0.127425	-0.256	0.37925	0.532625	-0.1655	0.4477	-0.4227	0.2765	-0.27125	0.0567	0.498575	0.05185	0.432975	0.13585	-0.2887	0.21	-0.392925	0.433375	-0.17615	0.0184	0.27775	0.259325	0.275525	0.6012	0.2077	0.14275	-0.329275	-0.159	-0.880075	-0.052575	-0.587725	-0.182275	0.120475	1.15155	0.036675	0.28055	-0.006125	0.848175	0.274075	0.0999	0.345575	0.682075	0.580675	0.012625	0.027475	-0.158125	-0.389225
YBR084C-A	-0.35755	-1.802375	-1.0014	0.325025	-0.7614	-0.470175	-1.2898	-1.067475	0.046275	-1.372275	-2.095275	-0.4876	-0.334225	-0.56065	-0.161	-1.98455	-2.6962	-0.29345	-0.575175	-0.661325	-2.00475	-1.079625	-0.4142	0.202275	-0.731225	0.08765	-0.996675	-0.3372	-0.268075	0.174325	-0.16215	-0.843725	-1.306125	-0.0488	-0.45705	-0.3875	-0.013975	-1.3092	-0.601075	-0.325075	-1.389575	-2.38425	-0.186225	-0.907	-0.1429	-1.346825	-0.6573	-0.70245	-0.28075	-0.8112	-0.13285	-0.033275	-0.10805	-0.229675	-0.7776	-0.288875	-0.865475	0.2435	-0.68705	-1.075275	-0.378425	-1.4532	-0.4628	2.337325	-0.819725	0.3963	-0.630875	-0.643525	-3.063175	-1.014575	-0.577025	-0.1143	0.312225	-0.932875	-0.869525	-1.1712	-0.85745	-1.7357	-0.795075	-0.0018	-0.875625	0.18075
YDL130W	-0.425675	-1.68425	-0.39305	-1.24405	-1.38885	-0.985025	-1.811675	-1.33665	-0.35085	-2.237275	-2.1717	-0.469575	-0.7133	-1.412575	-1.023575	-0.963975	-2.752475	-0.3383	-0.437075	-0.50255	-2.271975	-0.376125	-0.361875	-0.053275	-0.6996	-0.100375	-0.45515	-0.22995	-0.38505	-0.104125	0.15095	0.037725	-1.1761	-0.098825	-0.1818	-0.173425	-0.154925	-1.452	-0.578925	0.26365	-0.85535	-1.305575	-0.298525	-0.530675	-0.35645	-1.3571	-0.141475	-0.16465	-0.372725	-0.2959	-0.228625	0.3643	-0.282525	-0.379125	-0.76915	-0.814125	-0.3845	-0.447825	-1.42765	-1.105675	-0.815975	-1.405575	-0.17625	0.519075	-1.556375	0.328725	-0.9721	-0.56105	-3.6118	-0.85685	-0.66965	-0.867825	-0.558075	-0.764775	-1.3969	-1.336375	-1.13445	-1.529775	-0.8249	-0.31605	-0.477825	-0.345775
YPL223C	-0.054325	0.198475	0.1118	-0.17805	0.115775	0.275825	-0.037	-0.42715	-0.2831	0.088925	-0.12745	0.045625	0.01745	-0.01555	0.051625	0.0692	0.270425	-0.022625	-0.124825	-0.06735	-0.045775	0.031475	-0.14445	-0.1353	0.0121	-0.0417	0.12035	0.033075	-0.0601	-0.221125	-0.086025	0.18155	-0.1267	0.0668	0.036325	-0.037725	-0.0544	-0.3754	0.0988	0.051175	0.0095	-0.0802	0.2045	-0.18775	0.001575	0.06985	-0.1247	0.246725	-0.238225	-0.123025	-0.5509	0.032675	0.03615	0.09495	0.3136	0.16315	0.387175	-0.03295	0.049625	0.025175	0.022925	0.288025	0.156125	-0.340225	0.380675	-0.086625	0.2864	0.000225	0.32695	-0.1005	0.013425	0.1485	0.1849	-0.127625	-0.04145	0.1003	0.18265	0.20575	0.1035	-0.0099	-0.066775	-0.0111
YJR142W	0.1993	0.1333	-0.021925	0.0366	-0.07975	0.22275	0.440675	-0.034575	0.13245	0.607575	0.3162	-0.0716	0.260475	0.1164	0.0007	0.2529	0.41765	-0.009575	-0.08555	0.054475	0.5338	0.507625	-0.008275	0.073975	0.085525	-0.2482	-0.11255	0.089025	-0.082875	-0.120725	0.134625	0.052575	0.28185	-0.0003	-0.250025	0.126275	-0.1736	-0.069675	0.2245	0.117175	-0.1536	0.1425	-0.411825	-0.104525	-0.16435	0.23785	-0.0668	0.15375	-0.193175	0.193575	-0.01675	0.298525	0.09415	-0.0023	-0.092475	0.031725	0.156325	-0.18355	0.02415	0.3357	0.3932	0.4013	-0.013575	-0.112825	-0.11665	-0.600325	-0.0799	-0.0762	0.371125	0.188125	0.4192	0.0082	-0.043875	0.10225	0.47885	0.650475	0.2736	0.044125	-0.09575	0.322275	-0.01775	0.444825
YMR214W	-0.223125	-0.303175	0.37825	-0.350425	-0.012125	0.109575	-0.330175	-0.039275	0.078975	-0.258825	-0.0612	-0.247875	2.1371	0.9713	0.0275	0.525275	-0.53345	0.6871	0.290575	0.625625	-0.043825	0.2996	-0.4403	0.3021	-0.284775	0.6491	0.078825	0.026825	0.0724	-0.135475	0.1906	-0.4017	-0.160525	-0.336375	0.08495	0.265675	0.6607	-1.155975	-0.359475	0.20145	-0.20885	0.5574	0.48645	-0.401775	0.0185	0.46565	0.388575	0.181875	0.133675	0.054025	-0.4117	0.2104	0.190325	1.982525	0.0933	0.5658	0.20145	0.505775	-0.2315	-2.250375	-0.021575	-0.123	2.64805	0.18195	0.268175	0.194925	0.05195	-0.090075	0.69545	0.97955	-0.5623	1.73975	-0.350275	1.054075	-0.661775	0.162275	-0.916375	0.550675	1.262225	0.12255	-0.655975	-0.3083
YJL049W	0.091575	-0.12985	-0.265125	0.064975	-0.19735	0.430075	0.054925	-0.293075	0.446275	-0.01185	-0.132375	0.010125	-0.25835	-0.0379	-0.2925	-0.2037	-0.1578	-0.308025	-0.199075	-0.3155	-0.344925	-0.155425	-0.3268	0.421375	-0.120725	-0.42875	0.245225	0.2993	-0.036025	0.028775	0.095275	-0.709825	-0.050025	0.139875	0.032725	-0.069525	0.07225	0.4103	0.062375	0.316625	0.002075	-0.0686	0.207175	0.01765	0.027225	0.348275	-0.014525	0.390775	-0.42705	0.304625	-0.2804	0.128725	0.084775	0.76055	0.048475	0.169	-0.274275	0.236575	-0.101975	0.0427	-0.106775	0.20705	-0.1571	0.5282	-0.194375	0.054375	0.0033	-0.025475	-0.1132	0.1291	-0.6167	0.001675	-0.07695	-0.3412	-0.418	0.077175	-0.07715	-0.30205	-0.460775	-0.045525	-0.1066	-0.258425
YBR212W	-0.237075	0.481	0.2153	0.0154	0.17745	0.242975	0.274475	-0.547425	-0.48165	0.841975	0.202075	0.1957	-0.17635	-0.031125	-0.0147	0.365225	0.725175	-0.256925	-0.078	-0.14335	0.3905	0.64775	-0.104225	-0.129075	0.2541	0.76535	-0.102125	-0.220225	-0.080475	0.0068	-0.279025	-0.05395	-0.498	0.049975	-0.0123	0.040575	-0.0709	0.29095	0.0669	-0.245325	0.299525	0.1004	0.430525	-0.3654	0.044075	0.63145	-0.43115	0.1246	-0.4289	-0.6063	-0.280375	-0.16405	0.1894	-0.21145	0.156775	0.034175	-0.156075	0.14595	0.2493	-1.0438	0.182225	0.7005	0.0727	0.3458	0.372025	-0.268375	0.29005	0.3825	1.198625	0.244525	-0.0432	-0.9954	-0.251875	-0.231325	-0.87115	0.18425	0.53075	0.370925	0.138	-0.24825	0.21075	-0.569225
YPL203W	-0.388575	0.075775	-0.40515	-0.56035	0.1196	0.264175	0.071375	0.463275	-0.4191	0.242875	0.0698	0.04135	-0.162825	0.142125	0.05285	0.1274	0.626975	0.093825	-0.059375	-0.308775	0.916875	0.206425	-0.274575	-0.05565	0.2615	1.069725	-0.2361	-0.191875	0.065225	0.254875	0.09735	0.164375	0.22315	-0.127425	0.199925	0.2808	-0.12025	-0.460275	0.32265	0.2816	0.679925	0.062675	0.191225	-0.089525	-0.017	-0.04915	0.007575	-0.51925	0.257725	-2.40525	0.595275	0.04955	-0.139075	-0.265175	-0.093475	-0.05135	0.23665	0.214175	-0.231175	1.877725	0.342675	-0.232525	-0.592325	-1.3087	0.4382	-0.26625	-0.10035	0.055925	2.3845	1.0448	0.045825	0.407025	0.2775	0.616775	0.9064	0.037325	0.3945	1.6959	-0.11255	-0.00675	-0.7326	-1.21645
YLR319C	0.06075	0.1981	-0.12025	-0.31665	-0.016825	-0.1124	-0.482925	-0.56515	0.090975	-0.86945	-0.3727	0.144475	0.3332	0.303125	0.024175	-0.269	1.010675	-0.118825	-0.11115	-0.07375	0.427525	-0.783975	0.07155	0.22625	-0.206425	-0.0757	-1.304275	-0.056825	-0.126	-0.227175	0.047275	0.2041	-0.5183	-0.201675	-0.003	0.0751	-0.193125	0.51465	-0.229325	0.360975	0.098	0.392925	0.652925	0.5465	0.119625	1.006375	0.108275	0.0244	-0.299025	-0.7902	0.318175	-0.183075	0.389125	-0.057275	0.131725	-0.325625	0.00045	-0.3919	0.4121	1.074975	-0.1565	-0.5129	-0.164425	-1.0259	0.1869	-0.0758	0.144675	0.12315	2.73225	2.3249	-0.31025	-0.2575	-0.0483	0.5288	0.8479	2.1378	0.182475	0.738925	3.399975	-0.31805	-0.4449	-0.6158
YPR008W	0.13255	-0.294275	-0.409075	-0.067575	-0.396975	-0.08255	-0.1501	-0.512525	-0.002275	-0.80215	-0.429125	0.01805	-0.39995	-0.036125	0.268875	-0.273975	-0.5626	-0.1688	-0.474675	-0.40115	-0.085475	-0.73745	-0.300275	0.5545	0.018775	0.191225	-0.045275	-0.0343	-0.018675	0.143575	0.2932	-0.399125	-0.25375	-0.078125	-0.030425	-0.381425	-0.0167	-0.1685	0.326925	-0.45525	-0.513775	-0.665725	0.098225	0.455625	0.11125	0.50385	0.23335	-0.29325	0.08095	-0.748375	0.005175	0.019525	0.0646	0.1075	0.01535	-0.4095	0.07305	-0.29815	0.056825	0.633975	-0.5751	-0.260475	-0.0015	0.455125	-0.182575	0.088425	-0.661925	-0.1742	-0.122375	-0.20625	-0.219225	-0.242325	0.175325	-0.194575	0.054975	-0.041875	0.045525	-0.0893	0.042425	-0.1326	0.578625	-0.409975
YER130C	0.047125	0.25005	-0.244425	0.191275	0.099625	-0.024975	0.123175	-0.38655	-0.125775	0.248025	0.01835	-0.1317	-0.362625	0.08225	-0.069725	-0.100175	0.0067	0.122	-0.111	-0.03925	0.179125	0.21585	0.011675	0.116275	0.039975	0.251975	-0.0111	0.197075	0.027675	-0.254425	-0.2165	-0.04385	0.182025	-0.1217	-0.0056	-0.0044	-0.06365	0.1776	-0.19135	-0.05555	0.0198	0.031975	-0.0413	0.086575	-0.214225	0.7633	-0.2499	0.016975	-0.0544	0.173325	-0.40185	0.0921	-0.094975	0.019975	-0.164025	-0.052775	-0.049325	-0.10335	-0.197325	0.1762	0.156075	-0.14535	-0.5238	0.402275	0.09175	-0.223125	0.0677	-9.99999999999959E-05	0.9205	0.45995	-0.056525	0.053975	-0.093725	-0.002325	0.008375	-0.03465	0.059025	0.564575	0.024525	0.039075	-0.710275	-0.0829
YLR271W	-0.14585	-0.34975	-0.01395	-0.1663	-0.3801	-0.562825	-0.02235	-0.13945	0.034625	-0.674875	-0.16865	0.15925	-0.113925	0.08765	-0.18725	-0.4176	-0.346125	-0.03455	-0.078675	-0.398725	0.016075	-0.436	-0.277475	0.061325	-0.080825	-0.1003	-0.1679	-0.034125	-0.1072	-0.15735	-0.142725	-0.359025	-0.08355	-0.20865	0.080275	0.0185	-0.113275	-0.336725	-0.41215	-0.0294	-0.089675	-0.445625	-0.515725	-0.1341	0.156325	-0.4185	-0.158	-0.03905	-0.223925	-0.11665	-0.017725	0.25245	0.361525	-0.185625	-0.233075	0.012875	-0.060625	-0.150025	0.01825	-0.274025	-0.16505	0.01225	-0.221175	-0.1852	-0.2584	0.224875	0.0717	0.10365	-0.6856	-0.215125	-0.208925	-0.03715	0.120325	-0.234675	-0.057025	-0.03925	-0.22435	-0.059475	-0.178525	-0.096125	-0.01835	0.298425
YDR007W	-0.032025	-0.529325	1.66125	-0.210575	-0.432075	-0.13525	-0.687175	-0.626425	0.33485	-0.573725	-0.431175	0.255675	-0.0666	-0.15265	1.452775	-0.296975	-0.3054	-0.454275	-0.35665	1.07165	-1.01665	-0.719775	-0.131525	-0.089875	0.119275	-0.653075	-0.20355	-0.017175	1.163925	0.2925	0.045225	1.138725	-0.513075	-0.004575	0.83865	0.27265	-0.183825	-0.072825	0.182975	0.077425	0.012225	-0.77945	-0.132525	-0.111775	2.420325	0.3934	0.217275	-0.1488	0.570025	-0.72145	-0.223925	0.074325	0.45275	0.00515	0.27325	-0.203825	0.09555	-0.588925	0.500625	-0.119575	-0.593275	-0.5852	-0.43365	-0.797625	0.661775	0.707925	0.204375	-0.040525	-0.850875	-0.827525	-0.250525	-0.222125	-0.119775	-0.555	-0.51575	-0.0296	-0.468	-0.059175	-0.176075	-0.0769	-0.302475	-0.74315
YDL113C	-0.786	0.3402	-0.065775	1.4561	0.32875	0.122175	1.506725	0.17455	0.3516	0.1143	2.762875	-0.494125	-1.38795	-0.658775	2.125725	-0.1905	1.723025	-0.406975	-0.21925	0.433275	-0.659225	0.789475	0.3668	-0.126425	0.038225	1.79925	-0.2663	0.179675	0.364975	0.259925	0.3354	0.21915	-0.491625	-0.083375	0.1132	-0.4373	0.081775	-1.23705	0.17495	-0.24095	-0.727075	-0.23105	0.461325	-0.337525	-0.3144	-0.8455	-0.290925	0.475925	0.381625	-1.6903	-0.347225	0.8544	-0.24315	-0.568375	0.084725	-0.041225	0.4655	0.2429	0.8432	-0.28805	0.04335	-1.224425	0.2783	0.484775	0.296575	0.66595	-0.86565	-0.786725	-2.770675	-1.206925	1.050675	-0.29135	0.049175	-1.00345	-0.714675	-1.247775	1.06955	-1.309175	-0.46615	0.53835	-0.855875	-1.67105
YLL001W	-0.005775	0.2877	-0.145025	-0.067225	0.19565	-0.263	0.360875	-0.33845	-0.041625	0.327475	0.181125	0.03365	0.1841	0.096875	-0.294225	-0.05645	0.275675	0.001625	0.0052	-0.044075	-0.309875	-0.16775	-0.002325	0.287625	-0.0454	-0.045575	0.1079	0.114975	0.03105	-0.114225	-0.135425	0.07285	0.0392	-0.0164	0.016	0.045275	-0.188875	-0.59795	0.120575	0.18205	0.035475	-0.201275	0.429125	0.27525	-0.000875	-0.20175	-0.00115	0.004375	-0.244275	0.3518	-0.131225	0.086475	-0.00365	0.140725	0.02455	-0.0769	-0.075675	-0.04505	-0.07765	0.238825	0.215025	0.236075	-0.1732	-0.251875	0.46085	-0.187425	0.1994	0.1317	0.100825	-0.274825	-0.08155	-0.091425	-0.1397	-0.10235	0.0267	-0.06805	0.1047	-0.039925	0.119	0.048	-0.22735	0.218375
YKL037W	0.166325	-0.023	1.206775	-0.059425	0.08595	-0.2113	-0.06675	1.289775	0.31905	0.451475	-0.320375	0.78175	0.240775	2.087475	-0.113525	0.313225	0.8694	0.3012	0.1378	0.12405	0.31415	0.6941	0.43125	-0.1216	-0.02265	0.6527	-0.969825	0.076225	-0.04375	0.375275	0.155175	-0.299	1.313125	-0.087975	0.176575	0.0939	0.22035	-0.290375	0.05275	0.1553	1.614975	1.15225	0.693075	1.076775	-0.1425	0.114925	2.883525	0.416825	0.2452	0.7892	-0.4746	-0.38055	0.211575	0.5168	0.410175	0.01915	-0.20305	0.758675	0.211625	-1.76665	-0.05455	-0.515275	1.55615	3.21395	0.447875	1.29765	0.370975	-0.096075	3.63405	3.978	0.2523	0.999775	0.79245	2.84095	3.243225	-0.2201	-0.1855	2.49705	3.3397	0.366925	0.2441	0.1237
YOL109W	-0.1015	0.189025	-0.8889	0.117675	0.05195	-0.285525	0.160975	0.3569	0.2577	0.441025	0.211575	-0.196625	0.36585	0.137125	-0.192375	-0.31755	0.03485	-0.1516	-0.04275	0.281025	1.23825	0.454325	0.17595	-0.0285	0.280775	0.5161	0.0092	0.11755	-0.267175	-0.166325	0.0022	0.1971	-0.2681	0.03905	0.04495	0.068875	0.370875	0.095375	0.02155	-0.32115	-0.026625	0.683325	-0.2592	0.1903	-0.4772	0.5461	-0.28875	-0.198925	-0.0616	0.056125	-0.111125	-0.038875	  	0.061775	-0.36145	-0.3744	-0.385625	-0.5952	-0.01245	-0.52615	-0.0932	-0.3463	-0.0991	0.46705	-0.068025	-0.391775	-0.04545	-0.184125	0.582175	0.712325	0.608825	-0.071125	0.061925	0.1538	-0.20045	-0.15175	0.283225	0.2468	-0.055075	-0.12055	  	-0.12195
YFL010C	-0.130125	0.290675	-0.170525	0.35355	-0.1078	-0.024925	0.314475	0.031525	-0.113	-0.127375	0.08445	0.048	0.4922	-0.15715	-0.054025	-0.027775	-0.0735	0.01515	-0.0826	-0.2841	0.39595	-0.001625	0.078975	-0.025625	0.090875	-0.21	0.1016	-0.051125	0.0083	-0.14105	0.03155	-0.10495	0.206675	-0.2268	-0.0518	-0.1138	0.03465	-0.172525	-0.019875	-0.070425	0.0435	0.1255	0.12375	0.083025	-0.17635	-0.326125	-0.128625	-0.201975	0.040775	-0.3375	0.34625	0.02825	0.0463	-0.01015	0.0018	-0.204925	-0.0167	0.256475	0.09525	0.645825	0.035375	0.084275	0.662275	0.034825	0.18135	-0.075275	-0.124075	0.002225	0.26585	-0.031175	0.061225	-0.2124	0.1653	0.035275	-0.122275	-0.342775	0.29515	-0.012525	-0.338	-0.255225	-0.321825	-0.40655
YKL121W	-0.023975	0.7141	-0.81065	0.12645	0.782175	-0.180025	1.199	-0.321425	0.00285	-0.036825	-0.5803	-0.25045	-0.91905	0.207425	0.4006	0.6388	-0.893125	-0.487325	-0.24635	0.108225	-0.246675	-0.14735	0.41675	0.52375	0.419775	-0.34075	0.320575	-0.1271	0.388825	0.52015	0.3386	-0.118925	0.340275	0.143825	-0.158425	0.318625	-0.134875	-0.091975	-0.483125	-0.2603	-0.260025	-0.088525	-0.280875	-0.3473	0.048075	0.28505	-0.055975	0.038	0.0483	-0.13815	0.295075	0.21515	-0.0917	0.035025	-0.126975	0.029075	-0.083925	-0.42365	0.447925	-0.544475	-0.129225	0.1809	-0.0631	0.162325	0.380325	0.32835	0.07855	-0.1476	-1.50025	-0.99885	0.0027	-0.289125	0.713725	-0.5399	1.1543	1.570125	0.378325	-0.3478	-0.2575	0.08845	-0.4642	-0.37205
YLR422W	0.0981	0.554775	0.050875	-0.502	0.469025	-0.0701	0.588775	0.023575	-0.329325	0.434325	0.11025	0.000675	-0.240025	-0.0398	0.3073	0.261725	-0.052025	-0.1408	-0.305625	0.0376	1.56085	0.3665	0.4225	-0.1048	0.134975	1.830025	-0.041975	-0.02755	0.306	0.364325	-0.043225	0.15185	0.700475	0.1135	0.0283	-0.15055	-0.1094	-0.1411	-0.711975	0.095475	0.0093	0.32015	-0.24695	0.345	-0.317425	-0.146225	0.019425	0.396825	0.095175	-1.068425	-0.128375	0.147575	0.0364	-0.12135	0.053325	0.215625	0.0689	0.169675	0.096675	-0.015725	0.326225	0.16515	-0.4354	-0.767825	-0.054875	-0.36435	-0.0915	0.0002	-0.34435	-0.543	0.0883	0.383875	-0.168875	0.05425	0.14995	0.1212	0.113075	0.454525	0.092425	0.09945	-0.080925	-1.15905
YGL003C	0.132825	-0.646975	0.154325	0.488075	-0.57395	0.080575	-0.654875	-0.02415	-0.4548	-0.1079	-0.279525	0.1078	0.0363	-0.1684	-0.1993	-0.4122	-0.1807	-0.3119	-0.07035	-0.268025	0.3494	-0.30745	-0.1917	0.00335	-0.112025	-0.8925	-0.4577	-0.05035	-0.021075	0.309525	-0.21765	-0.202025	-0.73435	0.29575	-0.16835	-0.1716	  	-0.399525	-0.093775	-0.244075	0.1743	-0.298425	0.548	0.4801	0.177325	-0.0686	0.350625	-0.076075	0.108575	0.338325	-0.24635	0.265025	0.317425	0.18275	-0.478775	-0.046575	0.055375	-0.288825	-0.09265	-0.264075	-0.5963	-0.189125	-0.783225	-0.0034	-0.2931	-0.364875	-0.212225	-0.14665	0.6315	1.209925	-0.32045	-1.022625	-0.5102	0.1175	-0.32575	0.10185	-0.4921	0.25495	1.4541	-0.33155	-0.096825	-0.044275
YOR132W	0.469025	0.00475	0.43815	-0.413725	-0.271	0.191425	-0.2358	-0.103075	0.54495	-0.57005	-0.4556	0.384325	-0.3379	0.369275	0.0087	0.2643	-1.081	0.23795	-0.483775	0.6971	  	0.702375	-0.210925	0.5511	0.33535	0.076125	-0.078325	-0.091325	0.221025	-0.17585	-0.0219	0.046625	1.291	-0.275075	-0.30605	0.237875	-0.02235	0.96275	0.15435	-0.003125	-0.200375	-1.96375	-0.096175	1.660175	0.5405	0.196775	-0.0889	-0.202225	-0.0177	0.319375	0.057025	0.0956	0.088225	0.596825	0.738025	0.261275	0.114975	0.522	1.133925	-2.28105	-0.4738	0.642775	1.805675	-0.667025	-0.1557	-0.550675	0.425	0.0276	-0.326075	0.001175	-0.198325	-0.317575	0.857625	0.02025	1.1421	0.99775	0.004875	-0.569675	1.5361	0.0703	2.0591	0.623725
