Row	Column	Strain	Info	Normalization_group
1	1	WT_S288C_01_01_01		1
1	2	YMR252C_S288C_01_01_02		1
1	3	YLL040C_S288C_01_01_03		1
1	4	YNL276C_S288C_01_01_04		1
1	5	YAL068C_S288C_01_01_05		1
1	6	YMR253C_S288C_01_01_06		1
1	7	WT_S288C_01_01_07		1
1	8	YNL275W_S288C_01_01_08		1
1	9	YAL067C_S288C_01_01_09		1
1	10	YMR254C_S288C_01_01_10		1
1	11	YLL041C_S288C_01_01_11		1
1	12	YNL273W_S288C_01_01_12		1
1	13	YAL066W_S288C_01_01_13		1
1	14	YMR255W_S288C_01_01_14		1
1	15	YLL042C_S288C_01_01_15		1
1	16	YNL271C_S288C_01_01_16		1
1	17	YAL065C_S288C_01_01_17		1
1	18	WT_S288C_01_01_18		1
1	19	YLL043W_S288C_01_01_19		1
1	20	YNL270C_S288C_01_01_20		1
1	21	YAL062W_S288C_01_01_21		1
1	22	YMR256C_S288C_01_01_22		1
1	23	YLL045C_S288C_01_01_23		1
1	24	WT_S288C_01_01_24		1
1	25	YAL061W_S288C_01_01_25		1
1	26	YMR257C_S288C_01_01_26		1
1	27	YLL046C_S288C_01_01_27		1
1	28	YNL269W_S288C_01_01_28		1
1	29	YAL060W_S288C_01_01_29		1
1	30	YMR258C_S288C_01_01_30		1
1	31	YLL047W_S288C_01_01_31		1
1	32	YNL268W_S288C_01_01_32		1
1	33	YAL059W_S288C_01_01_33		1
1	34	YMR259C_S288C_01_01_34		1
1	35	YLL051C_S288C_01_01_35		1
1	36	YNL266W_S288C_01_01_36		1
1	37	YAL058W_S288C_01_01_37		1
1	38	YMR261C_S288C_01_01_38		1
1	39	YLL052C_S288C_01_01_39		1
1	40	YNL265C_S288C_01_01_40		1
1	41	YAL056W_S288C_01_01_41		1
1	42	YMR262W_S288C_01_01_42		1
1	43	YLL053C_S288C_01_01_43		1
1	44	YNL264C_S288C_01_01_44		1
1	45	YAL055W_S288C_01_01_45		1
1	46	YNL047C_S288C_01_01_46		1
1	47	YLL054C_S288C_01_01_47		1
1	48	YNL259C_S288C_01_01_48		1
2	1	YPL222W_S288C_01_02_01		1
2	2	YEL067C_S288C_01_02_02		1
2	3	YPL102C_S288C_01_02_03		1
2	4	YGR153W_S288C_01_02_04		1
2	5	YPL221W_S288C_01_02_05		1
2	6	YEL068C_S288C_01_02_06		1
2	7	YPL100W_S288C_01_02_07		1
2	8	YGR154C_S288C_01_02_08		1
2	9	YPL220W_S288C_01_02_09		1
2	10	YEL071W_S288C_01_02_10		1
2	11	YPL099C_S288C_01_02_11		1
2	12	YGR157W_S288C_01_02_12		1
2	13	YPL219W_S288C_01_02_13		1
2	14	YEL072W_S288C_01_02_14		1
2	15	YPL098C_S288C_01_02_15		1
2	16	YGR159C_S288C_01_02_16		1
2	17	YPL216W_S288C_01_02_17		1
2	18	YER001W_S288C_01_02_18		1
2	19	YPL097W_S288C_01_02_19		1
2	20	YGR160W_S288C_01_02_20		1
2	21	YPL215W_S288C_01_02_21		1
2	22	YER002W_S288C_01_02_22		1
2	23	YPL096W_S288C_01_02_23		1
2	24	YGR161C_S288C_01_02_24		1
2	25	YPL214C_S288C_01_02_25		1
2	26	YER004W_S288C_01_02_26		1
2	27	YPL095C_S288C_01_02_27		1
2	28	YGR163W_S288C_01_02_28		1
2	29	YPL213W_S288C_01_02_29		1
2	30	YER005W_S288C_01_02_30		1
2	31	YPL092W_S288C_01_02_31		1
2	32	YGR164W_S288C_01_02_32		1
2	33	WT_S288C_01_02_33		1
2	34	YER007C-A_S288C_01_02_34		1
2	35	YBR174C_S288C_01_02_35		1
2	36	YGR165W_S288C_01_02_36		1
2	37	YPL212C_S288C_01_02_37		1
2	38	YER007W_S288C_01_02_38		1
2	39	WT_S288C_01_02_39		1
2	40	YGR166W_S288C_01_02_40		1
2	41	YPL208W_S288C_01_02_41		1
2	42	YER010C_S288C_01_02_42		1
2	43	YBR175W_S288C_01_02_43		1
2	44	YOL153C_S288C_01_02_44		1
2	45	YPL207W_S288C_01_02_45		1
2	46	YER011W_S288C_01_02_46		1
2	47	YBR176W_S288C_01_02_47		1
2	48	YGR168C_S288C_01_02_48		1
3	1	YLR119W_S288C_01_03_01		1
3	2	YOR088W_S288C_01_03_02		1
3	3	YMR035W_S288C_01_03_03		1
3	4	YOL019W_S288C_01_03_04		1
3	5	YLR120C_S288C_01_03_05		1
3	6	YOR089C_S288C_01_03_06		1
3	7	YMR036C_S288C_01_03_07		1
3	8	YOL020W_S288C_01_03_08		1
3	9	WT_S288C_01_03_09		1
3	10	YOR090C_S288C_01_03_10		1
3	11	YMR039C_S288C_01_03_11		1
3	12	YOL023W_S288C_01_03_12		1
3	13	YLR121C_S288C_01_03_13		1
3	14	YOR091W_S288C_01_03_14		1
3	15	WT_S288C_01_03_15		1
3	16	YOL024W_S288C_01_03_16		1
3	17	YLR122C_S288C_01_03_17		1
3	18	YOR092W_S288C_01_03_18		1
3	19	YMR040W_S288C_01_03_19		1
3	20	YOL025W_S288C_01_03_20		1
3	21	YLR123C_S288C_01_03_21		1
3	22	YOR093C_S288C_01_03_22		1
3	23	YMR041C_S288C_01_03_23		1
3	24	YOL027C_S288C_01_03_24		1
3	25	YLR124W_S288C_01_03_25		1
3	26	WT_S288C_01_03_26		1
3	27	YMR042W_S288C_01_03_27		1
3	28	YOL028C_S288C_01_03_28		1
3	29	YLR125W_S288C_01_03_29		1
3	30	YOR094W_S288C_01_03_30		1
3	31	YMR044W_S288C_01_03_31		1
3	32	WT_S288C_01_03_32		1
3	33	YML089C_S288C_01_03_33		1
3	34	YOR289W_S288C_01_03_34		1
3	35	YMR140W_S288C_01_03_35		1
3	36	YOL029C_S288C_01_03_36		1
3	37	YML088W_S288C_01_03_37		1
3	38	YOR290C_S288C_01_03_38		1
3	39	YMR141C_S288C_01_03_39		1
3	40	YOL030W_S288C_01_03_40		1
3	41	YML087C_S288C_01_03_41		1
3	42	YOR291W_S288C_01_03_42		1
3	43	YMR143W_S288C_01_03_43		1
3	44	YOL031C_S288C_01_03_44		1
3	45	YML086C_S288C_01_03_45		1
3	46	YOR292C_S288C_01_03_46		1
3	47	YMR144W_S288C_01_03_47		1
3	48	YOL032W_S288C_01_03_48		1
4	1	YDR068W_S288C_01_04_01		1
4	2	YHR031C_S288C_01_04_02		1
4	3	YDR380W_S288C_01_04_03		1
4	4	YHR195W_S288C_01_04_04		1
4	5	YDR069C_S288C_01_04_05		1
4	6	YHR034C_S288C_01_04_06		1
4	7	YDR382W_S288C_01_04_07		1
4	8	YHR198C_S288C_01_04_08		1
4	9	YDR070C_S288C_01_04_09		1
4	10	YHR035W_S288C_01_04_10		1
4	11	YDR383C_S288C_01_04_11		1
4	12	YHR199C_S288C_01_04_12		1
4	13	YDR072C_S288C_01_04_13		1
4	14	YHR037W_S288C_01_04_14		1
4	15	YDR384C_S288C_01_04_15		1
4	16	YHR200W_S288C_01_04_16		1
4	17	YDR073W_S288C_01_04_17		1
4	18	YHR038W_S288C_01_04_18		1
4	19	YDR385W_S288C_01_04_19		1
4	20	YHR202W_S288C_01_04_20		1
4	21	YDR075W_S288C_01_04_21		1
4	22	YHR039C_S288C_01_04_22		1
4	23	YDR386W_S288C_01_04_23		1
4	24	YHR203C_S288C_01_04_24		1
4	25	YDR076W_S288C_01_04_25		1
4	26	YHR043C_S288C_01_04_26		1
4	27	YDR387C_S288C_01_04_27		1
4	28	YHR204W_S288C_01_04_28		1
4	29	YDR077W_S288C_01_04_29		1
4	30	YHR044C_S288C_01_04_30		1
4	31	YDR388W_S288C_01_04_31		1
4	32	YHR206W_S288C_01_04_32		1
4	33	YDR078C_S288C_01_04_33		1
4	34	YHR046C_S288C_01_04_34		1
4	35	YDR389W_S288C_01_04_35		1
4	36	YHR207C_S288C_01_04_36		1
4	37	YDR079W_S288C_01_04_37		1
4	38	YHR047C_S288C_01_04_38		1
4	39	YDR391C_S288C_01_04_39		1
4	40	YHR209W_S288C_01_04_40		1
4	41	WT_S288C_01_04_41		1
4	42	YHR048W_S288C_01_04_42		1
4	43	YDR392W_S288C_01_04_43		1
4	44	YHR210C_S288C_01_04_44		1
4	45	YDR080W_S288C_01_04_45		1
4	46	YHR049W_S288C_01_04_46		1
4	47	WT_S288C_01_04_47		1
4	48	YCL001W_S288C_01_04_48		1
5	1	YAL053W_S288C_01_05_01		1
5	2	YMR264W_S288C_01_05_02		1
5	3	YLL055W_S288C_01_05_03		1
5	4	YNL257C_S288C_01_05_04		1
5	5	YAL051W_S288C_01_05_05		1
5	6	YMR265C_S288C_01_05_06		1
5	7	YLL056C_S288C_01_05_07		1
5	8	YNL255C_S288C_01_05_08		1
5	9	YAL049C_S288C_01_05_09		1
5	10	YMR266W_S288C_01_05_10		1
5	11	YLL057C_S288C_01_05_11		1
5	12	YNL254C_S288C_01_05_12		1
5	13	YAL048C_S288C_01_05_13		1
5	14	YMR267W_S288C_01_05_14		1
5	15	YLL058W_S288C_01_05_15		1
5	16	YNL253W_S288C_01_05_16		1
5	17	YAL046C_S288C_01_05_17		1
5	18	YMR269W_S288C_01_05_18		1
5	19	YLL060C_S288C_01_05_19		1
5	20	YNL249C_S288C_01_05_20		1
5	21	YAL045C_S288C_01_05_21		1
5	22	YMR272C_S288C_01_05_22		1
5	23	YLL061W_S288C_01_05_23		1
5	24	YNL248C_S288C_01_05_24		1
5	25	YAL044C_S288C_01_05_25		1
5	26	YMR273C_S288C_01_05_26		1
5	27	YLL062C_S288C_01_05_27		1
5	28	YNL246W_S288C_01_05_28		1
5	29	YAL042W_S288C_01_05_29		1
5	30	YMR274C_S288C_01_05_30		1
5	31	YLL063C_S288C_01_05_31		1
5	32	YOR001W_S288C_01_05_32		1
5	33	YAL043C-a_S288C_01_05_33		1
5	34	YMR275C_S288C_01_05_34		1
5	35	YLR001C_S288C_01_05_35		1
5	36	YOR002W_S288C_01_05_36		1
5	37	YAL040C_S288C_01_05_37		1
5	38	YMR276W_S288C_01_05_38		1
5	39	YLR003C_S288C_01_05_39		1
5	40	YOR003W_S288C_01_05_40		1
5	41	YAL039C_S288C_01_05_41		1
5	42	YMR278W_S288C_01_05_42		1
5	43	YLR004C_S288C_01_05_43		1
5	44	YOR005C_S288C_01_05_44		1
5	45	YAL037W_S288C_01_05_45		1
5	46	YMR280C_S288C_01_05_46		1
5	47	YLR011W_S288C_01_05_47		1
5	48	YOR006C_S288C_01_05_48		1
6	1	YPL206C_S288C_01_06_01		1
6	2	WT_S288C_01_06_02		1
6	3	YBR177C_S288C_01_06_03		1
6	4	YGR169C_S288C_01_06_04		1
